County FIPS,County Name,County Population
48007,"Aransas County, TX",25374
48009,"Archer County, TX",9029
48011,"Armstrong County, TX",1832
48013,"Atascosa County, TX",51784
48015,"Austin County, TX",31677
48017,"Bailey County, TX",6672
48019,"Bandera County, TX",22637
48021,"Bastrop County, TX",110778
48023,"Baylor County, TX",3463
48025,"Bee County, TX",30850
48027,"Bell County, TX",393193
48029,"Bexar County, TX",2087679
48031,"Blanco County, TX",13048
48033,"Borden County, TX",572
48035,"Bosque County, TX",18996
48037,"Bowie County, TX",91687
48039,"Brazoria County, TX",398938
48041,"Brazos County, TX",244703
48043,"Brewster County, TX",9513
48045,"Briscoe County, TX",1445
48047,"Brooks County, TX",6848
48049,"Brown County, TX",38709
48051,"Burleson County, TX",19475
48053,"Burnet County, TX",53991
48055,"Caldwell County, TX",49859
48057,"Calhoun County, TX",19696
48059,"Callahan County, TX",14374
48061,"Cameron County, TX",426710
48063,"Camp County, TX",13000
48065,"Carson County, TX",5878
48067,"Cass County, TX",28659
48069,"Castro County, TX",7227
48071,"Chambers County, TX",53876
48073,"Cherokee County, TX",52217
48075,"Childress County, TX",6788
48077,"Clay County, TX",10738
48079,"Cochran County, TX",2509
48081,"Coke County, TX",3352
48083,"Coleman County, TX",7842
48085,"Collin County, TX",1195359
48087,"Collingsworth County, TX",2563
48089,"Colorado County, TX",21117
48091,"Comal County, TX",193928
48093,"Comanche County, TX",14050
48095,"Concho County, TX",3297
48097,"Cooke County, TX",43782
48099,"Coryell County, TX",84878
48101,"Cottle County, TX",1294
48103,"Crane County, TX",4574
48105,"Crockett County, TX",2858
48107,"Crosby County, TX",4917
48109,"Culberson County, TX",2196
48111,"Dallam County, TX",7237
48113,"Dallas County, TX",2606358
48115,"Dawson County, TX",12004
48117,"Deaf Smith County, TX",18347
48119,"Delta County, TX",5520
48121,"Denton County, TX",1007703
48123,"DeWitt County, TX",19929
48125,"Dickens County, TX",1711
48127,"Dimmit County, TX",8257
48129,"Donley County, TX",3214
48131,"Duval County, TX",9604
48133,"Eastland County, TX",18037
48135,"Ector County, TX",164494
48137,"Edwards County, TX",1393
48139,"Ellis County, TX",222829
48141,"El Paso County, TX",869880
48143,"Erath County, TX",44195
48145,"Falls County, TX",17286
48147,"Fannin County, TX",37571
48149,"Fayette County, TX",25474
48151,"Fisher County, TX",3612
48153,"Floyd County, TX",5090
48155,"Foard County, TX",1079
48157,"Fort Bend County, TX",916778
48159,"Franklin County, TX",10735
48161,"Freestone County, TX",20441
48163,"Frio County, TX",17987
48165,"Gaines County, TX",22523
48167,"Galveston County, TX",361744
48169,"Garza County, TX",4517
48171,"Gillespie County, TX",27733
48173,"Glasscock County, TX",1141
48175,"Goliad County, TX",7144
48177,"Gonzales County, TX",19930
48179,"Gray County, TX",20916
48181,"Grayson County, TX",146907
48183,"Gregg County, TX",126243
48185,"Grimes County, TX",32384
48187,"Guadalupe County, TX",188454
48189,"Hale County, TX",31761
48191,"Hall County, TX",2818
48193,"Hamilton County, TX",8619
48195,"Hansford County, TX",5071
48197,"Hardeman County, TX",3490
48199,"Hardin County, TX",58261
48201,"Harris County, TX",4835125
48203,"Harrison County, TX",70895
48205,"Hartley County, TX",5145
48207,"Haskell County, TX",5385
48209,"Hays County, TX",280486
48211,"Hemphill County, TX",3189
48213,"Henderson County, TX",86158
48215,"Hidalgo County, TX",898471
48217,"Hill County, TX",38101
48219,"Hockley County, TX",21460
48221,"Hood County, TX",67774
48223,"Hopkins County, TX",38172
48225,"Houston County, TX",22066
48227,"Howard County, TX",30554
48229,"Hudspeth County, TX",3451
48231,"Hunt County, TX",113347
48233,"Hutchinson County, TX",20033
48235,"Irion County, TX",1549
48237,"Jack County, TX",8875
48239,"Jackson County, TX",15221
48241,"Jasper County, TX",32694
48243,"Jeff Davis County, TX",1856
48245,"Jefferson County, TX",251496
48247,"Jim Hogg County, TX",4720
48249,"Jim Wells County, TX",38662
48251,"Johnson County, TX",202906
48253,"Jones County, TX",20381
48255,"Karnes County, TX",15018
48257,"Kaufman County, TX",185690
48259,"Kendall County, TX",50537
48261,"Kenedy County, TX",343
48263,"Kent County, TX",734
48265,"Kerr County, TX",53915
48267,"Kimble County, TX",4442
48269,"King County, TX",217
48271,"Kinney County, TX",3148
48273,"Kleberg County, TX",30069
48275,"Knox County, TX",3302
48277,"Lamar County, TX",51127
48279,"Lamb County, TX",12711
48281,"Lampasas County, TX",23262
48283,"La Salle County, TX",6537
48285,"Lavaca County, TX",20571
48287,"Lee County, TX",18240
48289,"Leon County, TX",16538
48291,"Liberty County, TX",108272
48293,"Limestone County, TX",22250
48295,"Lipscomb County, TX",2906
48297,"Live Oak County, TX",11584
48299,"Llano County, TX",22875
48301,"Loving County, TX",43
48303,"Lubbock County, TX",320940
48305,"Lynn County, TX",5761
48307,"McCulloch County, TX",7452
48309,"McLennan County, TX",268583
48311,"McMullen County, TX",568
48313,"Madison County, TX",13742
48315,"Marion County, TX",9571
48317,"Martin County, TX",5216
48319,"Mason County, TX",3931
48321,"Matagorda County, TX",36359
48323,"Maverick County, TX",57762
48325,"Medina County, TX",54797
48327,"Menard County, TX",1958
48329,"Midland County, TX",177108
48331,"Milam County, TX",25951
48333,"Mills County, TX",4548
48335,"Mitchell County, TX",9075
48337,"Montague County, TX",21598
48339,"Montgomery County, TX",711354
48341,"Moore County, TX",21190
48343,"Morris County, TX",12066
48345,"Motley County, TX",1020
48347,"Nacogdoches County, TX",65375
48349,"Navarro County, TX",55635
48351,"Newton County, TX",12039
48353,"Nolan County, TX",14306
48355,"Nueces County, TX",352289
48357,"Ochiltree County, TX",9704
48359,"Oldham County, TX",1783
48361,"Orange County, TX",85722
48363,"Palo Pinto County, TX",29747
48365,"Panola County, TX",22838
48367,"Parker County, TX",173494
48369,"Parmer County, TX",9617
48371,"Pecos County, TX",14623
48373,"Polk County, TX",54186
48375,"Potter County, TX",114647
48377,"Presidio County, TX",5795
48379,"Rains County, TX",12986
48381,"Randall County, TX",148255
48383,"Reagan County, TX",3141
48385,"Real County, TX",2854
48387,"Red River County, TX",11678
48389,"Reeves County, TX",11770
48391,"Refugio County, TX",6666
48393,"Roberts County, TX",840
48395,"Robertson County, TX",17267
48397,"Rockwall County, TX",131307
48399,"Runnels County, TX",9868
48401,"Rusk County, TX",53079
48403,"Sabine County, TX",10106
48405,"San Augustine County, TX",7833
48407,"San Jacinto County, TX",28936
48409,"San Patricio County, TX",70660
48411,"San Saba County, TX",5845
48413,"Schleicher County, TX",2391
48415,"Scurry County, TX",16212
48417,"Shackelford County, TX",3229
48419,"Shelby County, TX",24179
48421,"Sherman County, TX",2678
48423,"Smith County, TX",245209
48425,"Somervell County, TX",9888
48427,"Starr County, TX",65934
48429,"Stephens County, TX",9343
48431,"Sterling County, TX",1397
48433,"Stonewall County, TX",1218
48435,"Sutton County, TX",3221
48437,"Swisher County, TX",6955
48439,"Tarrant County, TX",2182947
48441,"Taylor County, TX",146836
48443,"Terrell County, TX",687
48445,"Terry County, TX",11547
48447,"Throckmorton County, TX",1526
48449,"Titus County, TX",31357
48451,"Tom Green County, TX",119057
48453,"Travis County, TX",1334961
48455,"Trinity County, TX",14228
48457,"Tyler County, TX",20382
48459,"Upshur County, TX",43281
48461,"Upton County, TX",3109
48463,"Uvalde County, TX",24960
48465,"Val Verde County, TX",47720
48467,"Van Zandt County, TX",64000
48469,"Victoria County, TX",91664
48471,"Walker County, TX",81268
48473,"Waller County, TX",63553
48475,"Ward County, TX",10966
48477,"Washington County, TX",37007
48479,"Webb County, TX",269148
48481,"Wharton County, TX",41739
48483,"Wheeler County, TX",4804
48485,"Wichita County, TX",130180
48487,"Wilbarger County, TX",12522
48489,"Willacy County, TX",20037
48491,"Williamson County, TX",697191
48493,"Wilson County, TX",54183
48495,"Winkler County, TX",7414
48497,"Wise County, TX",78097
48499,"Wood County, TX",47921
48501,"Yoakum County, TX",7468
48503,"Young County, TX",18124
48505,"Zapata County, TX",13736
48507,"Zavala County, TX",9312
49000,"Utah, UT",3417734
49001,"Beaver County, UT",7233
49003,"Box Elder County, UT",62684
49005,"Cache County, UT",142393
49007,"Carbon County, UT",20609
49009,"Daggett County, UT",992
49011,"Davis County, UT",373207
49013,"Duchesne County, UT",20477
49015,"Emery County, UT",10144
49017,"Garfield County, UT",5314
49019,"Grand County, UT",9706
49021,"Iron County, UT",64211
49023,"Juab County, UT",13023
49025,"Kane County, UT",8425
49027,"Millard County, UT",13437
49029,"Morgan County, UT",13000
49031,"Piute County, UT",1550
49033,"Rich County, UT",2670
49035,"Salt Lake County, UT",1185813
49037,"San Juan County, UT",14358
49039,"Sanpete County, UT",30277
49041,"Sevier County, UT",22344
49043,"Summit County, UT",42759
49045,"Tooele County, UT",82051
49047,"Uintah County, UT",37747
49049,"Utah County, UT",719174
49051,"Wasatch County, UT",37144
49053,"Washington County, UT",202452
49055,"Wayne County, UT",2614
49057,"Weber County, UT",271926
50000,"Vermont, VT",647464
50001,"Addison County, VT",37720
50003,"Bennington County, VT",37183
50005,"Caledonia County, VT",30610
50007,"Chittenden County, VT",169481
50009,"Essex County, VT",6010
50011,"Franklin County, VT",50994
50013,"Grand Isle County, VT",7467
50015,"Lamoille County, VT",26060
50017,"Orange County, VT",29943
50019,"Orleans County, VT",27516
50021,"Rutland County, VT",60271
50023,"Washington County, VT",60142
50025,"Windham County, VT",45966
50027,"Windsor County, VT",58101
51000,"Virginia, VA",8715698
51001,"Accomack County, VA",33239
51003,"Albemarle County, VA",115676
51005,"Alleghany County, VA",14595
51007,"Amelia County, VA",13480
51009,"Amherst County, VA",31396
51011,"Appomattox County, VA",16864
51013,"Arlington County, VA",234162
51015,"Augusta County, VA",78247
51017,"Bath County, VA",4051
51019,"Bedford County, VA",81525
51021,"Bland County, VA",6179
51023,"Botetourt County, VA",34125
51025,"Brunswick County, VA",15749
51027,"Buchanan County, VA",19087
51029,"Buckingham County, VA",16978
51031,"Campbell County, VA",55270
51033,"Caroline County, VA",32640
51035,"Carroll County, VA",29239
51036,"Charles City County, VA",6610
51037,"Charlotte County, VA",11336
51041,"Chesterfield County, VA",383876
51043,"Clarke County, VA",15466
51045,"Craig County, VA",4843
51047,"Culpeper County, VA",54973
51049,"Cumberland County, VA",9878
51051,"Dickenson County, VA",13640
51053,"Dinwiddie County, VA",28343
51057,"Essex County, VA",10598
51059,"Fairfax County, VA",1141878
51061,"Fauquier County, VA",75165
51063,"Floyd County, VA",15679
51065,"Fluvanna County, VA",28462
51067,"Franklin County, VA",55549
51069,"Frederick County, VA",95994
51071,"Giles County, VA",16457
51073,"Gloucester County, VA",40057
51075,"Goochland County, VA",27197
51077,"Grayson County, VA",15285
51079,"Greene County, VA",21301
51081,"Greensville County, VA",11133
51083,"Halifax County, VA",33432
51085,"Hanover County, VA",114148
51087,"Henrico County, VA",334760
51089,"Henry County, VA",49702
51091,"Highland County, VA",2339
51093,"Isle of Wight County, VA",40711
51095,"James City County, VA",82654
51097,"King and Queen County, VA",6720
51099,"King George County, VA",28568
51101,"King William County, VA",19030
51103,"Lancaster County, VA",10859
51105,"Lee County, VA",21745
51107,"Loudoun County, VA",436347
51109,"Louisa County, VA",41037
51111,"Lunenburg County, VA",12038
51113,"Madison County, VA",14128
51115,"Mathews County, VA",8514
51117,"Mecklenburg County, VA",30648
51119,"Middlesex County, VA",10924
51121,"Montgomery County, VA",98666
51125,"Nelson County, VA",14705
51127,"New Kent County, VA",26134
51131,"Northampton County, VA",12021
51133,"Northumberland County, VA",12391
51135,"Nottoway County, VA",15566
51137,"Orange County, VA",38574
51139,"Page County, VA",23741
51141,"Patrick County, VA",17509
51143,"Pittsylvania County, VA",59571
51145,"Powhatan County, VA",32105
51147,"Prince Edward County, VA",22049
51149,"Prince George County, VA",42871
51153,"Prince William County, VA",489640
51155,"Pulaski County, VA",33655
51157,"Rappahannock County, VA",7414
51159,"Richmond County, VA",9184
51161,"Roanoke County, VA",97026
51163,"Rockbridge County, VA",22358
51165,"Rockingham County, VA",86568
51167,"Russell County, VA",25477
51169,"Scott County, VA",21433
51171,"Shenandoah County, VA",45228
51173,"Smyth County, VA",29216
51175,"Southampton County, VA",17975
51177,"Spotsylvania County, VA",149588
51179,"Stafford County, VA",165428
51181,"Surry County, VA",6593
51183,"Sussex County, VA",10757
51185,"Tazewell County, VA",39120
51187,"Warren County, VA",41843
51191,"Washington County, VA",54050
51193,"Westmoreland County, VA",19013
51195,"Wise County, VA",35174
51197,"Wythe County, VA",28104
51199,"York County, VA",70952
51510,"Alexandria city, VA",155230
51520,"Bristol city, VA",16807
51530,"Buena Vista city, VA",6566
51540,"Charlottesville city, VA",44983
51550,"Chesapeake city, VA",253886
51570,"Colonial Heights city, VA",18393
51580,"Covington city, VA",5545
51590,"Danville city, VA",41837
51595,"Emporia city, VA",5463
51600,"Fairfax city, VA",25144
51610,"Falls Church city, VA",14685
51620,"Franklin city, VA",8339
51630,"Fredericksburg city, VA",28928
51640,"Galax city, VA",6717
51650,"Hampton city, VA",137098
51660,"Harrisonburg city, VA",51082
51670,"Hopewell city, VA",22752
51678,"Lexington city, VA",7528
51680,"Lynchburg city, VA",79535
51683,"Manassas city, VA",42696
51685,"Manassas Park city, VA",16361
51690,"Martinsville city, VA",13763
51700,"Newport News city, VA",183118
51710,"Norfolk city, VA",230930
51720,"Norton city, VA",3492
51730,"Petersburg city, VA",33309
51735,"Poquoson city, VA",12635
51740,"Portsmouth city, VA",96793
51750,"Radford city, VA",16971
51760,"Richmond city, VA",229247
51770,"Roanoke city, VA",97171
51775,"Salem city, VA",25600
51790,"Staunton city, VA",25915
51800,"Suffolk city, VA",100659
51810,"Virginia Beach city, VA",453649
51820,"Waynesboro city, VA",23182
51830,"Williamsburg city, VA",15847
51840,"Winchester city, VA",27617
53000,"Washington, WA",7812880
53001,"Adams County, WA",20820
53003,"Asotin County, WA",22549
53005,"Benton County, WA",215219
53007,"Chelan County, WA",79997
53009,"Clallam County, WA",77616
53011,"Clark County, WA",521150
53013,"Columbia County, WA",4053
53015,"Cowlitz County, WA",112864
53017,"Douglas County, WA",44798
53019,"Ferry County, WA",7497
53021,"Franklin County, WA",99034
53023,"Garfield County, WA",2363
53025,"Grant County, WA",102678
53027,"Grays Harbor County, WA",77290
53029,"Island County, WA",86267
53031,"Jefferson County, WA",33714
53033,"King County, WA",2271380
53035,"Kitsap County, WA",277658
53037,"Kittitas County, WA",45508
53039,"Klickitat County, WA",23589
53041,"Lewis County, WA",86154
53043,"Lincoln County, WA",11738
53045,"Mason County, WA",68389
53047,"Okanogan County, WA",43712
53049,"Pacific County, WA",24200
53051,"Pend Oreille County, WA",14361
53053,"Pierce County, WA",928696
53055,"San Juan County, WA",18566
53057,"Skagit County, WA",131417
53059,"Skamania County, WA",12640
53061,"Snohomish County, WA",844761
53063,"Spokane County, WA",551455
53065,"Stevens County, WA",48837
53067,"Thurston County, WA",299003
53069,"Wahkiakum County, WA",4765
53071,"Walla Walla County, WA",61568
53073,"Whatcom County, WA",231919
53075,"Whitman County, WA",48012
53077,"Yakima County, WA",256643
54000,"West Virginia, WV",1770071
54001,"Barbour County, WV",15378
54003,"Berkeley County, WV",132440
54005,"Boone County, WV",20576
54007,"Braxton County, WV",12162
54009,"Brooke County, WV",21373
54011,"Cabell County, WV",92082
54013,"Calhoun County, WV",5959
54015,"Clay County, WV",7783
54017,"Doddridge County, WV",7680
54019,"Fayette County, WV",39072
54021,"Gilmer County, WV",7254
54023,"Grant County, WV",10921
54025,"Greenbrier County, WV",32149
54027,"Hampshire County, WV",23649
54029,"Hancock County, WV",28145
54031,"Hardy County, WV",14251
54033,"Harrison County, WV",64639
54035,"Jackson County, WV",27593
54037,"Jefferson County, WV",59787
54039,"Kanawha County, WV",174805
54041,"Lewis County, WV",16500
54043,"Lincoln County, WV",19701
54045,"Logan County, WV",30827
54047,"McDowell County, WV",17439
54049,"Marion County, WV",55807
54051,"Marshall County, WV",29405
54053,"Mason County, WV",24765
54055,"Mercer County, WV",58057
54057,"Mineral County, WV",26867
54059,"Mingo County, WV",22023
54061,"Monongalia County, WV",107718
54063,"Monroe County, WV",12382
54065,"Morgan County, WV",17649
54067,"Nicholas County, WV",24169
54069,"Ohio County, WV",41194
54071,"Pendleton County, WV",6029
54073,"Pleasants County, WV",7428
54075,"Pocahontas County, WV",7765
54077,"Preston County, WV",34099
54079,"Putnam County, WV",56962
54081,"Raleigh County, WV",72356
54083,"Randolph County, WV",27350
54085,"Ritchie County, WV",8167
54087,"Roane County, WV",13743
54089,"Summers County, WV",11581
54091,"Taylor County, WV",16388
54093,"Tucker County, WV",6604
54095,"Tyler County, WV",7919
54097,"Upshur County, WV",23529
54099,"Wayne County, WV",37686
54101,"Webster County, WV",8045
54103,"Wetzel County, WV",13890
54105,"Wirt County, WV",5000
54107,"Wood County, WV",83052
54109,"Wyoming County, WV",20277
55000,"Wisconsin, WI",5910955
55001,"Adams County, WI",21449
55003,"Ashland County, WI",16079
55005,"Barron County, WI",46833
55007,"Bayfield County, WI",16769
55009,"Brown County, WI",271417
55011,"Buffalo County, WI",13419
55013,"Burnett County, WI",17092
55015,"Calumet County, WI",53199
55017,"Chippewa County, WI",66970
55019,"Clark County, WI",34774
55021,"Columbia County, WI",58091
55023,"Crawford County, WI",15944
55025,"Dane County, WI",575347
55027,"Dodge County, WI",88231
55029,"Door County, WI",30562
55031,"Douglas County, WI",44264
55033,"Dunn County, WI",45794
55035,"Eau Claire County, WI",107903
55037,"Florence County, WI",4682
55039,"Fond du Lac County, WI",103948
55041,"Forest County, WI",9325
55043,"Grant County, WI",51409
55045,"Green County, WI",36951
55047,"Green Lake County, WI",19344
55049,"Iowa County, WI",23956
55051,"Iron County, WI",6228
55053,"Jackson County, WI",20855
55055,"Jefferson County, WI",85743
55057,"Juneau County, WI",26594
55059,"Kenosha County, WI",167488
55061,"Kewaunee County, WI",20690
55063,"La Crosse County, WI",120486
55065,"Lafayette County, WI",16945
55067,"Langlade County, WI",19404
55069,"Lincoln County, WI",28405
55071,"Manitowoc County, WI",81331
55073,"Marathon County, WI",138612
55075,"Marinette County, WI",42106
55077,"Marquette County, WI",15838
55078,"Menominee County, WI",4226
55079,"Milwaukee County, WI",916205
55081,"Monroe County, WI",46151
55083,"Oconto County, WI",39775
55085,"Oneida County, WI",38226
55087,"Outagamie County, WI",193234
55089,"Ozaukee County, WI",93460
55091,"Pepin County, WI",7441
55093,"Pierce County, WI",43026
55095,"Polk County, WI",45762
55097,"Portage County, WI",71024
55099,"Price County, WI",14102
55101,"Racine County, WI",196613
55103,"Richland County, WI",17197
55105,"Rock County, WI",164278
55107,"Rusk County, WI",14143
55109,"St. Croix County, WI",96763
55111,"Sauk County, WI",65920
55113,"Sawyer County, WI",18552
55115,"Shawano County, WI",41109
55117,"Sheboygan County, WI",117752
55119,"Taylor County, WI",20058
55121,"Trempealeau County, WI",30899
55123,"Vernon County, WI",31170
55125,"Vilas County, WI",23885
55127,"Walworth County, WI",105822
55129,"Washburn County, WI",16930
55131,"Washington County, WI",138168
55133,"Waukesha County, WI",412591
55135,"Waupaca County, WI",51388
55137,"Waushara County, WI",24934
55139,"Winnebago County, WI",171735
55141,"Wood County, WI",73939
56000,"Wyoming, WY",584057
56001,"Albany County, WY",38257
56003,"Big Horn County, WY",12018
56005,"Campbell County, WY",47498
56007,"Carbon County, WY",14334
56009,"Converse County, WY",13809
56011,"Crook County, WY",7592
56013,"Fremont County, WY",39815
56015,"Goshen County, WY",12642
56017,"Hot Springs County, WY",4661
56019,"Johnson County, WY",8759
56021,"Laramie County, WY",100984
56023,"Lincoln County, WY",20880
56025,"Natrona County, WY",79941
56027,"Niobrara County, WY",2354
56029,"Park County, WY",30735
56031,"Platte County, WY",8546
56033,"Sheridan County, WY",32519
56035,"Sublette County, WY",8969
56037,"Sweetwater County, WY",41249
56039,"Teton County, WY",23232
56041,"Uinta County, WY",20745
56043,"Washakie County, WY",7710
56045,"Weston County, WY",6808
72000,"Puerto Rico, PR",3205691
72001,"Adjuntas Municipio, PR",17900
72003,"Aguada Municipio, PR",37528
72005,"Aguadilla Municipio, PR",53622
72007,"Aguas Buenas Municipio, PR",23274
72009,"Aibonito Municipio, PR",24602
72011,"Añasco Municipio, PR",24815
72013,"Arecibo Municipio, PR",85641
72015,"Arroyo Municipio, PR",15078
72017,"Barceloneta Municipio, PR",22376
72019,"Barranquitas Municipio, PR",29020
72021,"Bayamón Municipio, PR",180835
72023,"Cabo Rojo Municipio, PR",46665
72025,"Caguas Municipio, PR",124608
72027,"Camuy Municipio, PR",32625
72029,"Canóvanas Municipio, PR",41513
72031,"Carolina Municipio, PR",150843
72033,"Cataño Municipio, PR",22108
72035,"Cayey Municipio, PR",40525
72037,"Ceiba Municipio, PR",10843
72039,"Ciales Municipio, PR",16691
72041,"Cidra Municipio, PR",39418
72043,"Coamo Municipio, PR",33662
72045,"Comerío Municipio, PR",18601
72047,"Corozal Municipio, PR",34348
72049,"Culebra Municipio, PR",1761
72051,"Dorado Municipio, PR",35702
72053,"Fajardo Municipio, PR",31166
72054,"Florida Municipio, PR",11525
72055,"Guánica Municipio, PR",12415
72057,"Guayama Municipio, PR",34765
72059,"Guayanilla Municipio, PR",16813
72061,"Guaynabo Municipio, PR",89039
72063,"Gurabo Municipio, PR",39971
72065,"Hatillo Municipio, PR",37950
72067,"Hormigueros Municipio, PR",15336
72069,"Humacao Municipio, PR",49712
72071,"Isabela Municipio, PR",42794
72073,"Jayuya Municipio, PR",14435
72075,"Juana Díaz Municipio, PR",45919
72077,"Juncos Municipio, PR",36684
72079,"Lajas Municipio, PR",22872
72081,"Lares Municipio, PR",27729
72083,"Las Marías Municipio, PR",8672
72085,"Las Piedras Municipio, PR",34750
72087,"Loíza Municipio, PR",22302
72089,"Luquillo Municipio, PR",17386
72091,"Manatí Municipio, PR",38655
72093,"Maricao Municipio, PR",4523
72095,"Maunabo Municipio, PR",10266
72097,"Mayagüez Municipio, PR",69798
72099,"Moca Municipio, PR",37325
72101,"Morovis Municipio, PR",28197
72103,"Naguabo Municipio, PR",22838
72105,"Naranjito Municipio, PR",29282
72107,"Orocovis Municipio, PR",21204
72109,"Patillas Municipio, PR",15347
72111,"Peñuelas Municipio, PR",19563
72113,"Ponce Municipio, PR",130251
72115,"Quebradillas Municipio, PR",23254
72117,"Rincón Municipio, PR",15425
72119,"Río Grande Municipio, PR",45568
72121,"Sabana Grande Municipio, PR",22210
72123,"Salinas Municipio, PR",24718
72125,"San Germán Municipio, PR",30996
72127,"San Juan Municipio, PR",333005
72129,"San Lorenzo Municipio, PR",37264
72131,"San Sebastián Municipio, PR",38926
72133,"Santa Isabel Municipio, PR",19693
72135,"Toa Alta Municipio, PR",65957
72137,"Toa Baja Municipio, PR",71888
72139,"Trujillo Alto Municipio, PR",66705
72141,"Utuado Municipio, PR",27242
72143,"Vega Alta Municipio, PR",34638
72145,"Vega Baja Municipio, PR",53527
72147,"Vieques Municipio, PR",7999
72149,"Villalba Municipio, PR",21285
72151,"Yabucoa Municipio, PR",28897
72153,"Yauco Municipio, PR",32406
